,id,team_one,team_two,stage,winner,date
234,10490,Los Angeles Valiant,Houston Outlaws,Overwatch League - Stage 4,Los Angeles Valiant,6/10/2018
235,10621,Shanghai Dragons,Los Angeles Gladiators,Overwatch League - Stage 4,Los Angeles Gladiators,6/13/2018
236,10622,San Francisco Shock,Los Angeles Valiant,Overwatch League - Stage 4,Los Angeles Valiant,6/14/2018
237,10623,Dallas Fuel,Seoul Dynasty,Overwatch League - Stage 4,Seoul Dynasty,6/14/2018
238,10624,Philadelphia Fusion,Houston Outlaws,Overwatch League - Stage 4,Houston Outlaws,6/14/2018
239,10625,London Spitfire,Florida Mayhem,Overwatch League - Stage 4,London Spitfire,6/15/2018
240,10626,Boston Uprising,New York Excelsior,Overwatch League - Stage 4,Boston Uprising,6/15/2018
241,10627,New York Excelsior,Houston Outlaws,Overwatch League - Stage 4,New York Excelsior,6/15/2018
242,10628,Seoul Dynasty,Los Angeles Gladiators,Overwatch League - Stage 4,Los Angeles Gladiators,6/16/2018
243,10629,Los Angeles Valiant,Dallas Fuel,Overwatch League - Stage 4,Dallas Fuel,6/16/2018
244,10630,London Spitfire,Philadelphia Fusion,Overwatch League - Stage 4,Philadelphia Fusion,6/16/2018
245,10631,San Francisco Shock,Shanghai Dragons,Overwatch League - Stage 4,San Francisco Shock,6/16/2018
246,10632,Florida Mayhem,Boston Uprising,Overwatch League - Stage 4,Boston Uprising,6/17/2018
247,10546,Los Angeles Gladiators,Los Angeles Valiant,Overwatch League - Stage 4 Title Matches,Los Angeles Valiant,6/17/2018
248,10547,New York Excelsior,Dallas Fuel,Overwatch League - Stage 4 Title Matches,New York Excelsior,6/17/2018
249,10548,Los Angeles Valiant,New York Excelsior,Overwatch League - Stage 4 Title Matches,Los Angeles Valiant,6/18/2018
250,13121,Boston Uprising,Philadelphia Fusion,Overwatch League Inaugural Season Championship,Philadelphia Fusion,7/12/2018
251,13124,Los Angeles Gladiators,London Spitfire,Overwatch League Inaugural Season Championship,Los Angeles Gladiators,7/12/2018
252,13122,Boston Uprising,Philadelphia Fusion,Overwatch League Inaugural Season Championship,Boston Uprising,7/14/2018
253,13123,Boston Uprising,Philadelphia Fusion,Overwatch League Inaugural Season Championship,Philadelphia Fusion,7/14/2018
254,13125,Los Angeles Gladiators,London Spitfire,Overwatch League Inaugural Season Championship,London Spitfire,7/14/2018
255,13126,Los Angeles Gladiators,London Spitfire,Overwatch League Inaugural Season Championship,London Spitfire,7/14/2018
256,13130,New York Excelsior,Philadelphia Fusion,Overwatch League Inaugural Season Championship,Philadelphia Fusion,7/19/2018
257,13127,Los Angeles Valiant,London Spitfire,Overwatch League Inaugural Season Championship,London Spitfire,7/19/2018
258,13128,Los Angeles Valiant,London Spitfire,Overwatch League Inaugural Season Championship,London Spitfire,7/20/2018
259,13131,New York Excelsior,Philadelphia Fusion,Overwatch League Inaugural Season Championship,Philadelphia Fusion,7/21/2018
260,13133,London Spitfire,Philadelphia Fusion,Overwatch League Inaugural Season Championship,London Spitfire,7/27/2018
261,13134,London Spitfire,Philadelphia Fusion,Overwatch League Inaugural Season Championship,London Spitfire,7/28/2018
262,21211,Philadelphia Fusion,London Spitfire,Overwatch League Stage 1,Philadelphia Fusion,2/15/2019
263,21221,New York Excelsior,Boston Uprising,Overwatch League Stage 1,New York Excelsior,2/15/2019
264,21231,Seoul Dynasty,Los Angeles Gladiators,Overwatch League Stage 1,Seoul Dynasty,2/15/2019
265,21176,Shanghai Dragons,Hangzhou Spark,Overwatch League Stage 1,Hangzhou Spark,2/15/2019
266,21177,Toronto Defiant,Houston Outlaws,Overwatch League Stage 1,Toronto Defiant,2/16/2019
267,21241,Atlanta Reign,Florida Mayhem,Overwatch League Stage 1,Atlanta Reign,2/16/2019
268,21126,Dallas Fuel,San Francisco Shock,Overwatch League Stage 1,San Francisco Shock,2/16/2019
269,21212,Chengdu Hunters,Guangzhou Charge,Overwatch League Stage 1,Chengdu Hunters,2/16/2019
270,21209,London Spitfire,Paris Eternal,Overwatch League Stage 1,Paris Eternal,2/16/2019
271,21127,Washington Justice,New York Excelsior,Overwatch League Stage 1,New York Excelsior,2/16/2019
272,21251,Los Angeles Valiant,Hangzhou Spark,Overwatch League Stage 1,Hangzhou Spark,2/16/2019
273,21222,Vancouver Titans,Shanghai Dragons,Overwatch League Stage 1,Vancouver Titans,2/17/2019
274,21213,Houston Outlaws,Boston Uprising,Overwatch League Stage 1,Boston Uprising,2/17/2019
275,21261,Philadelphia Fusion,Atlanta Reign,Overwatch League Stage 1,Philadelphia Fusion,2/17/2019
276,21128,San Francisco Shock,Los Angeles Gladiators,Overwatch League Stage 1,Los Angeles Gladiators,2/18/2019
277,21271,Seoul Dynasty,Dallas Fuel,Overwatch League Stage 1,Dallas Fuel,2/18/2019
278,21210,Washington Justice,London Spitfire,Overwatch League Stage 1,London Spitfire,2/22/2019
279,21232,Philadelphia Fusion,Florida Mayhem,Overwatch League Stage 1,Florida Mayhem,2/22/2019
280,21272,Guangzhou Charge,Dallas Fuel,Overwatch League Stage 1,Guangzhou Charge,2/22/2019
281,21233,Seoul Dynasty,Chengdu Hunters,Overwatch League Stage 1,Seoul Dynasty,2/22/2019
282,21178,Atlanta Reign,Toronto Defiant,Overwatch League Stage 1,Atlanta Reign,2/23/2019
283,21242,New York Excelsior,Los Angeles Valiant,Overwatch League Stage 1,New York Excelsior,2/23/2019
284,21281,Shanghai Dragons,Boston Uprising,Overwatch League Stage 1,Shanghai Dragons,2/23/2019
285,21179,Houston Outlaws,Hangzhou Spark,Overwatch League Stage 1,Houston Outlaws,2/23/2019
286,21243,Los Angeles Gladiators,Paris Eternal,Overwatch League Stage 1,Paris Eternal,2/23/2019
287,21282,Philadelphia Fusion,Dallas Fuel,Overwatch League Stage 1,Dallas Fuel,2/23/2019
288,21291,Vancouver Titans,Guangzhou Charge,Overwatch League Stage 1,Vancouver Titans,2/23/2019
289,21234,Chengdu Hunters,Florida Mayhem,Overwatch League Stage 1,Chengdu Hunters,2/24/2019
290,21301,Hangzhou Spark,London Spitfire,Overwatch League Stage 1,London Spitfire,2/24/2019
291,21235,New York Excelsior,Houston Outlaws,Overwatch League Stage 1,New York Excelsior,2/24/2019
292,21180,Toronto Defiant,Los Angeles Valiant,Overwatch League Stage 1,Toronto Defiant,2/24/2019
293,21244,Vancouver Titans,San Francisco Shock,Overwatch League Stage 1,Vancouver Titans,2/25/2019
294,21252,Washington Justice,Philadelphia Fusion,Overwatch League Stage 1,Philadelphia Fusion,3/1/2019
295,21223,Seoul Dynasty,Boston Uprising,Overwatch League Stage 1,Boston Uprising,3/1/2019
296,21214,Florida Mayhem,Guangzhou Charge,Overwatch League Stage 1,Guangzhou Charge,3/1/2019
297,21262,San Francisco Shock,Hangzhou Spark,Overwatch League Stage 1,San Francisco Shock,3/1/2019
298,21129,Los Angeles Gladiators,London Spitfire,Overwatch League Stage 1,London Spitfire,3/2/2019
299,21253,Toronto Defiant,New York Excelsior,Overwatch League Stage 1,New York Excelsior,3/2/2019
300,21224,Vancouver Titans,Los Angeles Valiant,Overwatch League Stage 1,Vancouver Titans,3/2/2019
301,21215,Shanghai Dragons,Chengdu Hunters,Overwatch League Stage 1,Shanghai Dragons,3/2/2019
302,21263,Paris Eternal,Atlanta Reign,Overwatch League Stage 1,Atlanta Reign,3/2/2019
303,21130,Florida Mayhem,Houston Outlaws,Overwatch League Stage 1,Houston Outlaws,3/2/2019
304,21273,San Francisco Shock,Washington Justice,Overwatch League Stage 1,San Francisco Shock,3/2/2019
305,21245,Shanghai Dragons,Dallas Fuel,Overwatch League Stage 1,Dallas Fuel,3/3/2019
306,21302,Boston Uprising,Toronto Defiant,Overwatch League Stage 1,Toronto Defiant,3/3/2019
307,21254,Hangzhou Spark,Los Angeles Gladiators,Overwatch League Stage 1,Hangzhou Spark,3/3/2019
308,21225,Los Angeles Valiant,Guangzhou Charge,Overwatch League Stage 1,Guangzhou Charge,3/3/2019
309,21264,New York Excelsior,Seoul Dynasty,Overwatch League Stage 1,New York Excelsior,3/4/2019
310,21292,Atlanta Reign,Los Angeles Gladiators,Overwatch League Stage 1,Los Angeles Gladiators,3/8/2019
311,21246,Los Angeles Valiant,Philadelphia Fusion,Overwatch League Stage 1,Philadelphia Fusion,3/8/2019
312,21283,Toronto Defiant,Chengdu Hunters,Overwatch League Stage 1,Toronto Defiant,3/8/2019
313,21303,Paris Eternal,Vancouver Titans,Overwatch League Stage 1,Vancouver Titans,3/9/2019
314,21255,New York Excelsior,San Francisco Shock,Overwatch League Stage 1,New York Excelsior,3/9/2019
315,21226,Dallas Fuel,Shanghai Dragons,Overwatch League Stage 1,Dallas Fuel,3/9/2019
316,21216,Los Angeles Valiant,Houston Outlaws,Overwatch League Stage 1,Houston Outlaws,3/9/2019
317,21265,Seoul Dynasty,Washington Justice,Overwatch League Stage 1,Seoul Dynasty,3/9/2019
318,21311,Guangzhou Charge,Los Angeles Gladiators,Overwatch League Stage 1,Los Angeles Gladiators,3/9/2019
319,21284,Hangzhou Spark,Toronto Defiant,Overwatch League Stage 1,Toronto Defiant,3/10/2019
320,21236,Paris Eternal,San Francisco Shock,Overwatch League Stage 1,San Francisco Shock,3/10/2019
321,21266,London Spitfire,Shanghai Dragons,Overwatch League Stage 1,Shanghai Dragons,3/10/2019
322,21312,Florida Mayhem,Boston Uprising,Overwatch League Stage 1,Boston Uprising,3/10/2019
323,21274,Vancouver Titans,Chengdu Hunters,Overwatch League Stage 1,Vancouver Titans,3/11/2019
324,21227,Washington Justice,Paris Eternal,Overwatch League Stage 1,Paris Eternal,3/16/2019
325,21217,London Spitfire,Seoul Dynasty,Overwatch League Stage 1,Seoul Dynasty,3/16/2019
326,21267,Boston Uprising,Dallas Fuel,Overwatch League Stage 1,Boston Uprising,3/16/2019
327,21304,Atlanta Reign,Chengdu Hunters,Overwatch League Stage 1,Chengdu Hunters,3/17/2019
328,21256,Philadelphia Fusion,Paris Eternal,Overwatch League Stage 1,Philadelphia Fusion,3/17/2019
329,21228,Washington Justice,Florida Mayhem,Overwatch League Stage 1,Washington Justice,3/17/2019
330,21218,Houston Outlaws,Atlanta Reign,Overwatch League Stage 1,Atlanta Reign,3/17/2019
331,21268,Guangzhou Charge,Vancouver Titans,Overwatch League Stage 1,Vancouver Titans,3/18/2019
332,20301,Seoul Dynasty,New York Excelsior,Overwatch League Stage 1 Title Matches,Seoul Dynasty,3/22/2019
333,20302,Boston Uprising,Vancouver Titans,Overwatch League Stage 1 Title Matches,Vancouver Titans,3/22/2019
334,20303,Atlanta Reign,Philadelphia Fusion,Overwatch League Stage 1 Title Matches,Philadelphia Fusion,3/23/2019
335,20304,San Francisco Shock,Toronto Defiant,Overwatch League Stage 1 Title Matches,San Francisco Shock,3/23/2019
336,20305,Seoul Dynasty,Vancouver Titans,Overwatch League Stage 1 Title Matches,Vancouver Titans,3/23/2019
337,20307,San Francisco Shock,Philadelphia Fusion,Overwatch League Stage 1 Title Matches,San Francisco Shock,3/23/2019
338,20306,San Francisco Shock,Vancouver Titans,Overwatch League Stage 1 Title Matches,Vancouver Titans,3/24/2019
339,21313,Philadelphia Fusion,New York Excelsior,Overwatch League Stage 2,New York Excelsior,4/4/2019
340,21293,Boston Uprising,Atlanta Reign,Overwatch League Stage 2,Boston Uprising,4/5/2019
341,21219,Shanghai Dragons,Los Angeles Gladiators,Overwatch League Stage 2,Los Angeles Gladiators,4/5/2019
342,21294,Guangzhou Charge,Paris Eternal,Overwatch League Stage 2,Paris Eternal,4/5/2019
343,21237,London Spitfire,Florida Mayhem,Overwatch League Stage 2,London Spitfire,4/5/2019
344,21275,Washington Justice,Toronto Defiant,Overwatch League Stage 2,Toronto Defiant,4/6/2019
345,21238,Los Angeles Valiant,San Francisco Shock,Overwatch League Stage 2,San Francisco Shock,4/6/2019
346,21321,Los Angeles Gladiators,Seoul Dynasty,Overwatch League Stage 2,Los Angeles Gladiators,4/6/2019
347,21247,Florida Mayhem,Philadelphia Fusion,Overwatch League Stage 2,Philadelphia Fusion,4/6/2019
348,21305,Toronto Defiant,Boston Uprising,Overwatch League Stage 2,Boston Uprising,4/6/2019
349,21229,New York Excelsior,Shanghai Dragons,Overwatch League Stage 2,New York Excelsior,4/6/2019
350,21220,Chengdu Hunters,Paris Eternal,Overwatch League Stage 2,Chengdu Hunters,4/7/2019
351,21269,San Francisco Shock,Guangzhou Charge,Overwatch League Stage 2,San Francisco Shock,4/7/2019
352,21276,Atlanta Reign,London Spitfire,Overwatch League Stage 2,London Spitfire,4/7/2019
353,21295,Vancouver Titans,Hangzhou Spark,Overwatch League Stage 2,Vancouver Titans,4/7/2019
354,21239,Washington Justice,Chengdu Hunters,Overwatch League Stage 2,Chengdu Hunters,4/8/2019
355,21257,Paris Eternal,Florida Mayhem,Overwatch League Stage 2,Paris Eternal,4/11/2019
356,21230,New York Excelsior,Washington Justice,Overwatch League Stage 2,New York Excelsior,4/12/2019
357,21248,Vancouver Titans,Seoul Dynasty,Overwatch League Stage 2,Vancouver Titans,4/12/2019
358,21277,Toronto Defiant,Philadelphia Fusion,Overwatch League Stage 2,Philadelphia Fusion,4/12/2019
359,21296,Los Angeles Valiant,Atlanta Reign,Overwatch League Stage 2,Los Angeles Valiant,4/12/2019
360,21322,Boston Uprising,Hangzhou Spark,Overwatch League Stage 2,Hangzhou Spark,4/13/2019
361,21331,Guangzhou Charge,San Francisco Shock,Overwatch League Stage 2,San Francisco Shock,4/13/2019
362,21258,Chengdu Hunters,Shanghai Dragons,Overwatch League Stage 2,Shanghai Dragons,4/13/2019
363,21332,London Spitfire,Philadelphia Fusion,Overwatch League Stage 2,London Spitfire,4/13/2019
364,21341,Vancouver Titans,Houston Outlaws,Overwatch League Stage 2,Vancouver Titans,4/13/2019
365,21270,Dallas Fuel,Toronto Defiant,Overwatch League Stage 2,Dallas Fuel,4/13/2019
366,21278,Los Angeles Gladiators,Guangzhou Charge,Overwatch League Stage 2,Los Angeles Gladiators,4/13/2019
367,21297,Dallas Fuel,Paris Eternal,Overwatch League Stage 2,Dallas Fuel,4/14/2019
368,21240,Atlanta Reign,Washington Justice,Overwatch League Stage 2,Atlanta Reign,4/14/2019
369,21323,New York Excelsior,Florida Mayhem,Overwatch League Stage 2,New York Excelsior,4/14/2019
370,21249,Los Angeles Valiant,Los Angeles Gladiators,Overwatch League Stage 2,Los Angeles Gladiators,4/14/2019
371,21285,New York Excelsior,Philadelphia Fusion,Overwatch League Stage 2,New York Excelsior,4/18/2019
372,21306,San Francisco Shock,Toronto Defiant,Overwatch League Stage 2,San Francisco Shock,4/19/2019
373,21259,Florida Mayhem,Los Angeles Gladiators,Overwatch League Stage 2,Los Angeles Gladiators,4/19/2019
374,21286,Vancouver Titans,Dallas Fuel,Overwatch League Stage 2,Vancouver Titans,4/19/2019
375,21324,New York Excelsior,Atlanta Reign,Overwatch League Stage 2,Atlanta Reign,4/19/2019
376,21250,Philadelphia Fusion,Houston Outlaws,Overwatch League Stage 2,Philadelphia Fusion,4/20/2019
377,21287,Los Angeles Valiant,Washington Justice,Overwatch League Stage 2,Los Angeles Valiant,4/20/2019
378,21260,Hangzhou Spark,Guangzhou Charge,Overwatch League Stage 2,Hangzhou Spark,4/20/2019
379,21342,London Spitfire,Boston Uprising,Overwatch League Stage 2,London Spitfire,4/20/2019
380,21279,Shanghai Dragons,Florida Mayhem,Overwatch League Stage 2,Shanghai Dragons,4/20/2019
381,21325,Dallas Fuel,Seoul Dynasty,Overwatch League Stage 2,Seoul Dynasty,4/20/2019
382,21333,Los Angeles Gladiators,Chengdu Hunters,Overwatch League Stage 2,Los Angeles Gladiators,4/21/2019
383,21288,Vancouver Titans,Boston Uprising,Overwatch League Stage 2,Vancouver Titans,4/21/2019
384,21280,Houston Outlaws,Shanghai Dragons,Overwatch League Stage 2,Shanghai Dragons,4/21/2019
385,21351,Hangzhou Spark,San Francisco Shock,Overwatch League Stage 2,San Francisco Shock,4/21/2019
386,21343,Atlanta Reign,Guangzhou Charge,Overwatch League Stage 2,Guangzhou Charge,4/22/2019
387,21352,Paris Eternal,London Spitfire,Overwatch League Stage 2,London Spitfire,
388,21344,Hangzhou Spark,Chengdu Hunters,Overwatch League Stage 2,Hangzhou Spark,4/27/2019
389,21334,Houston Outlaws,Seoul Dynasty,Overwatch League Stage 2,Seoul Dynasty,4/27/2019
390,21345,Los Angeles Valiant,Dallas Fuel,Overwatch League Stage 2,Dallas Fuel,4/27/2019
391,21361,Hangzhou Spark,Paris Eternal,Overwatch League Stage 2,Hangzhou Spark,4/28/2019
392,21289,Chengdu Hunters,London Spitfire,Overwatch League Stage 2,Chengdu Hunters,4/28/2019
393,21362,Seoul Dynasty,Los Angeles Valiant,Overwatch League Stage 2,Seoul Dynasty,4/28/2019
394,21314,Houston Outlaws,Dallas Fuel,Overwatch League Stage 2,Dallas Fuel,4/28/2019
395,21371,Dallas Fuel,Florida Mayhem,Overwatch League Stage 2,Dallas Fuel,5/3/2019
396,21298,Philadelphia Fusion,San Francisco Shock,Overwatch League Stage 2,San Francisco Shock,5/3/2019
397,21381,Guangzhou Charge,Houston Outlaws,Overwatch League Stage 2,Guangzhou Charge,5/3/2019
398,21353,Boston Uprising,Los Angeles Gladiators,Overwatch League Stage 2,Boston Uprising,5/4/2019
399,21335,Toronto Defiant,Vancouver Titans,Overwatch League Stage 2,Vancouver Titans,5/4/2019
400,21346,Shanghai Dragons,Washington Justice,Overwatch League Stage 2,Shanghai Dragons,5/4/2019
401,21347,London Spitfire,Houston Outlaws,Overwatch League Stage 2,London Spitfire,5/4/2019
402,21363,Atlanta Reign,New York Excelsior,Overwatch League Stage 2,Atlanta Reign,5/4/2019
403,21315,Seoul Dynasty,Vancouver Titans,Overwatch League Stage 2,Vancouver Titans,5/4/2019
404,21372,Chengdu Hunters,Los Angeles Valiant,Overwatch League Stage 2,Los Angeles Valiant,5/5/2019
405,21299,Toronto Defiant,Paris Eternal,Overwatch League Stage 2,Toronto Defiant,5/5/2019
406,21364,Washington Justice,Boston Uprising,Overwatch League Stage 2,Washington Justice,5/5/2019
407,21316,Shanghai Dragons,San Francisco Shock,Overwatch League Stage 2,San Francisco Shock,5/5/2019
408,21373,Seoul Dynasty,Hangzhou Spark,Overwatch League Stage 2,Hangzhou Spark,5/6/2019
409,20311,Shanghai Dragons,San Francisco Shock,Overwatch League Stage 2 Title Matches,San Francisco Shock,5/10/2019
410,20312,Hangzhou Spark,London Spitfire,Overwatch League Stage 2 Title Matches,Hangzhou Spark,5/10/2019
411,20313,New York Excelsior,Los Angeles Gladiators,Overwatch League Stage 2 Title Matches,New York Excelsior,5/11/2019
412,20314,Dallas Fuel,Vancouver Titans,Overwatch League Stage 2 Title Matches,Vancouver Titans,5/11/2019
413,20315,Hangzhou Spark,San Francisco Shock,Overwatch League Stage 2 Title Matches,San Francisco Shock,5/11/2019
414,20317,New York Excelsior,Vancouver Titans,Overwatch League Stage 2 Title Matches,Vancouver Titans,5/11/2019
415,20316,Vancouver Titans,San Francisco Shock,Overwatch League Stage 2 Title Matches,San Francisco Shock,5/12/2019
416,21300,San Francisco Shock,Atlanta Reign,Overwatch League Stage 3,San Francisco Shock,6/6/2019
417,21348,Florida Mayhem,Seoul Dynasty,Overwatch League Stage 3,Seoul Dynasty,6/7/2019
418,21365,Guangzhou Charge,Chengdu Hunters,Overwatch League Stage 3,Guangzhou Charge,6/7/2019
419,21374,Los Angeles Valiant,Shanghai Dragons,Overwatch League Stage 3,Shanghai Dragons,6/7/2019
420,21391,Paris Eternal,Toronto Defiant,Overwatch League Stage 3,Paris Eternal,6/7/2019
421,21382,Boston Uprising,London Spitfire,Overwatch League Stage 3,London Spitfire,6/8/2019
422,21354,Houston Outlaws,New York Excelsior,Overwatch League Stage 3,New York Excelsior,6/8/2019
423,21336,Los Angeles Gladiators,Dallas Fuel,Overwatch League Stage 3,Los Angeles Gladiators,6/8/2019
424,21349,Hangzhou Spark,Philadelphia Fusion,Overwatch League Stage 3,Hangzhou Spark,6/8/2019
425,21366,Vancouver Titans,Atlanta Reign,Overwatch League Stage 3,Vancouver Titans,6/8/2019
426,21317,Seoul Dynasty,Guangzhou Charge,Overwatch League Stage 3,Seoul Dynasty,6/8/2019
427,21375,Los Angeles Valiant,Chengdu Hunters,Overwatch League Stage 3,Los Angeles Valiant,6/8/2019
428,21350,New York Excelsior,London Spitfire,Overwatch League Stage 3,New York Excelsior,6/9/2019
429,21367,Paris Eternal,Boston Uprising,Overwatch League Stage 3,Paris Eternal,6/9/2019
430,21318,Washington Justice,Dallas Fuel,Overwatch League Stage 3,Dallas Fuel,6/9/2019
431,21376,Vancouver Titans,Los Angeles Gladiators,Overwatch League Stage 3,Vancouver Titans,6/9/2019
432,21392,Houston Outlaws,San Francisco Shock,Overwatch League Stage 3,Houston Outlaws,6/13/2019
433,21383,Shanghai Dragons,Atlanta Reign,Overwatch League Stage 3,Shanghai Dragons,6/14/2019
434,21326,Dallas Fuel,Chengdu Hunters,Overwatch League Stage 3,Chengdu Hunters,6/14/2019
435,21401,Hangzhou Spark,Vancouver Titans,Overwatch League Stage 3,Vancouver Titans,6/14/2019
436,21290,Paris Eternal,New York Excelsior,Overwatch League Stage 3,New York Excelsior,6/14/2019
437,21319,Toronto Defiant,London Spitfire,Overwatch League Stage 3,London Spitfire,6/15/2019
438,21377,Boston Uprising,Houston Outlaws,Overwatch League Stage 3,Houston Outlaws,6/15/2019
439,21393,Los Angeles Gladiators,Philadelphia Fusion,Overwatch League Stage 3,Los Angeles Gladiators,6/15/2019
440,21384,Washington Justice,Hangzhou Spark,Overwatch League Stage 3,Hangzhou Spark,6/15/2019
441,21355,Seoul Dynasty,Atlanta Reign,Overwatch League Stage 3,Seoul Dynasty,6/15/2019
442,21402,Dallas Fuel,Vancouver Titans,Overwatch League Stage 3,Vancouver Titans,6/15/2019
443,21411,Guangzhou Charge,Los Angeles Valiant,Overwatch League Stage 3,Los Angeles Valiant,6/15/2019
444,21327,San Francisco Shock,Seoul Dynasty,Overwatch League Stage 3,San Francisco Shock,6/16/2019
445,21307,Florida Mayhem,Paris Eternal,Overwatch League Stage 3,Paris Eternal,6/16/2019
446,21337,Philadelphia Fusion,Boston Uprising,Overwatch League Stage 3,Philadelphia Fusion,6/16/2019
447,21368,Washington Justice,Los Angeles Gladiators,Overwatch League Stage 3,Los Angeles Gladiators,6/16/2019
448,21378,San Francisco Shock,Boston Uprising,Overwatch League Stage 3,San Francisco Shock,6/20/2019
449,21394,Paris Eternal,Houston Outlaws,Overwatch League Stage 3,Houston Outlaws,6/21/2019
450,21386,Hangzhou Spark,Dallas Fuel,Overwatch League Stage 3,Hangzhou Spark,6/21/2019
451,21328,Shanghai Dragons,Los Angeles Valiant,Overwatch League Stage 3,Los Angeles Valiant,6/21/2019
452,21403,London Spitfire,New York Excelsior,Overwatch League Stage 3,New York Excelsior,6/21/2019
453,21412,San Francisco Shock,Florida Mayhem,Overwatch League Stage 3,San Francisco Shock,6/22/2019
454,21308,Los Angeles Gladiators,Shanghai Dragons,Overwatch League Stage 3,Shanghai Dragons,6/22/2019
455,21385,Chengdu Hunters,Vancouver Titans,Overwatch League Stage 3,Vancouver Titans,6/22/2019
456,21404,London Spitfire,Washington Justice,Overwatch League Stage 3,London Spitfire,6/22/2019
457,21413,Atlanta Reign,Philadelphia Fusion,Overwatch League Stage 3,Philadelphia Fusion,6/22/2019
458,21369,Toronto Defiant,Guangzhou Charge,Overwatch League Stage 3,Guangzhou Charge,6/22/2019
459,21329,Hangzhou Spark,Seoul Dynasty,Overwatch League Stage 3,Hangzhou Spark,6/23/2019
460,21320,Chengdu Hunters,Dallas Fuel,Overwatch League Stage 3,Chengdu Hunters,6/23/2019
461,21379,Boston Uprising,Paris Eternal,Overwatch League Stage 3,Boston Uprising,6/23/2019
462,21395,Houston Outlaws,Florida Mayhem,Overwatch League Stage 3,Florida Mayhem,6/23/2019
463,21330,Los Angeles Valiant,Vancouver Titans,Overwatch League Stage 3,Los Angeles Valiant,6/24/2019
464,21309,Hangzhou Spark,Los Angeles Valiant,Overwatch League Stage 3,Hangzhou Spark,6/28/2019
465,21356,Paris Eternal,Seoul Dynasty,Overwatch League Stage 3,Seoul Dynasty,6/28/2019
466,21338,San Francisco Shock,Chengdu Hunters,Overwatch League Stage 3,Chengdu Hunters,6/28/2019
467,21421,London Spitfire,Los Angeles Valiant,Overwatch League Stage 3,Los Angeles Valiant,6/29/2019
468,21370,Toronto Defiant,Los Angeles Gladiators,Overwatch League Stage 3,Los Angeles Gladiators,6/29/2019
469,21431,Houston Outlaws,Washington Justice,Overwatch League Stage 3,Houston Outlaws,6/29/2019
470,21405,Dallas Fuel,New York Excelsior,Overwatch League Stage 3,New York Excelsior,6/29/2019
471,21310,Boston Uprising,Philadelphia Fusion,Overwatch League Stage 3,Philadelphia Fusion,6/29/2019
